id,Date,Dealer,Gender,Race,Age,State,Segment,branch,model,SalePrice,Deposit,Tenure,GrossIncome,NetIncome,Commitment,Instalment,FinancingAmount,DSR,DI,iScore,MOF,Status
4639,24/08/2021,GTM,Male,Malay,18,KDH,SRC,SS,Y-Y15ZR,11710,1690,36,1020,903.35,0,362,10020,0.4005,541.52,0,0.8557,stockout
4640,24/08/2021,GTM,Male,Malay,24,SWK,MNC,MERU,Y-135LC AC,9290,930,36,6571,6182,493,302,8360,0.1286,5387.11,8,0.8999,approved
4641,24/08/2021,GTM,Female,Malay,23,SGR,MNC,MERU,Y-135LC AC,9290,930,48,2200,2000,126,244,8360,0.1849,1630.17,4,0.8999,stockout
4642,24/08/2021,GTM,Male,Malay,18,SGR,OTH,SS,Y-115Z(UE15),7630,770,24,1527,1342,0,343,6860,0,,0,0.8991,cancelled
4644,24/08/2021,GTM,Male,Malay,25,KUL,ECOM,SENTUL,Y-135LC AC,9290,930,48,2300,2248.3,0,244,8360,0,,3,0.8999,rejected
4645,24/08/2021,GTM,Male,Others,31,SWK,BUID,SUBANG,H-DASHR152,8370,860,48,2000,1891,0,220,7510,0,,4,0.8973,rejected
4646,25/08/2021,GTM,Male,Malay,38,SWK,BUID,SUBANG,H-DASHRREPSOL,8570,880,36,1815,1795,0,278,7690,0.1547,1517.31,0,0.8973,rejected
4647,25/08/2021,GTM,Male,Malay,24,SGR,SRC,RAWANG,Y-Y15ZR,11710,1690,48,1800,1638,0,293,10020,0,,3,0.8557,cancelled
4648,25/08/2021,GTM,Male,Malay,38,KTN,MNC,SA,Y-Y15ZR,11710,1690,36,3350,3031,0,362,10020,0.1194,2669.17,0,0.8557,stockout
4649,25/08/2021,GTM,Male,Indian,19,SGR,MNC,SENTOSA,Y-Y16ZR,13620,2000,36,1292.3,1246.15,0,420,11620,0,,0,0.8532,rejected
4650,25/08/2021,GTM,Male,Malay,53,SGR,HR,SA,H-WAVES125I,8050,810,24,1600,1400,256,362,7240,0.4414,782,9,0.8994,stockout
4651,25/08/2021,GTM,Male,Malay,34,KUL,OTH,SS,Y-135LC AC,9290,930,48,7000,6102,2320,244,8360,0.4202,3538.17,7,0.8999,stockout
4652,25/08/2021,GTM,Male,Malay,18,SWK,SRC,SENTOSA,Y-115Z(UE15),7630,770,36,1600,1344,0,248,6860,0.1843,1096.28,0,0.8991,rejected
4653,25/08/2021,GTM,Male,Malay,21,KUL,TRD,SENTUL,H-DASHR152,8370,840,48,1481.25,1363.1,0,220,7530,0,,3,0.8996,rejected
4654,25/08/2021,GTM,Male,Malay,19,SGR,OTH,SS,Y-115Z(UE15),7630,770,24,1400,1200,0,343,6860,0.2858,857,0,0.8991,rejected
4655,25/08/2021,GTM,Male,Malay,32,KUL,SRC,K.LAMA,Y-135LC AC,9290,950,48,5000,4392,0,244,8340,0,,6,0.8977,rejected
4656,25/08/2021,GTM,Male,Malay,20,SGR,SRC,RAWANG,Y-YZFR15,15070,6000,48,2029.4,1805.65,0,265,9070,0.1465,1541.11,0,0.6019,stockout
4657,25/08/2021,GTM,Male,Malay,24,SGR,SRC,RAWANG,Y-Y15ZR,11710,1690,48,1800,1638,0,293,10020,0.1784,1345.75,3,0.8557,stockout
4658,25/08/2021,GTM,Female,Malay,19,SWK,SRC,ONLINE SALES,H-WAVEAL,6280,730,24,1300,1200,0,278,5550,0,,0,0.8838,rejected
4659,25/08/2021,GTM,Male,Indian,19,SGR,SRC,SENTOSA,Y-115Z(UE15),7630,770,36,1562.2,1434.35,0,248,6860,0,,0,0.8991,rejected
4660,25/08/2021,GTM,Female,Malay,58,PRK,SRC,ONLINE SALES,Y-Y15ZR,11710,1690,48,1686,1486,0,293,10020,0.1967,1193.75,0,0.8557,archived
4662,30/08/2021,GTM,Male,Malay,32,TRG,SRC,SENTUL,Y-Y16ZR,13620,2000,48,3807,2549.42,0,339,11620,0,,4,0.8532,rejected
4663,27/08/2021,GTM,Male,Indian,33,SGR,SRC,SENTOSA,Y-135LC AC,9290,1000,36,6921.36,6054.36,2027.5,300,8290,0.3843,3727.5,5,0.8924,approved
4664,25/08/2021,GTM,Male,Malay,20,PRK,MNC,MERU,Y-135LC AC,9290,950,36,1751,1300,0,302,8340,0.2317,998.83,0,0.8977,approved
4665,25/08/2021,GTM,Male,Malay,49,SGR,MNC,KAPAR,Y-Y15ZR,11710,1690,48,4845,4258.1,2774,293,10020,0.7201,1191.85,8,0.8557,cancelled
4666,25/08/2021,GTM,Female,Malay,23,PHG,GOODS,S.UTAMA,Y-115Z(UE15),7630,770,48,1080,974,159,201,6860,0.3687,614.92,7,0.8991,approved
4667,25/08/2021,GTM,Female,Indian,36,NSN,SRC,K.LAMA,Y-Y15ZR,11710,1690,36,1540.89,1376.04,224,362,10020,0.4257,790.21,7,0.8557,rejected
4668,25/08/2021,GTM,Male,Malay,25,PRK,F&B,S.UTAMA,Y-Y16ZR,13620,2020,48,2226.54,2020.49,0,339,11600,0,,5,0.8517,rejected
4669,25/08/2021,GTM,Female,Malay,20,KTN,TRD,PUCHONG,Y-Y15ZR,11710,1690,48,1830.24,1679.47,192,293,10020,0.2883,1195.22,6,0.8557,stockout
4670,25/08/2021,GTM,Male,Malay,20,KTN,MNC,MERU,Y-Y15ZR,11710,1690,48,1500,1250,0,293,10020,0.2338,957.75,0,0.8557,stockout
4671,25/08/2021,GTM,Female,Malay,21,SGR,F&B,T.PULAI,Y-115Z(UE15),7630,770,36,1400,1250,0,248,6860,0.1982,1002.28,5,0.8991,stockout
4672,28/08/2021,GTM,Female,Malay,46,PRK,SRC,PUCHONG,Y-Y15ZR,11710,1690,48,1280,1139.95,0,293,10020,0.2564,847.7,7,0.8557,stockout
4673,26/08/2021,GTM,Male,Malay,27,SBH,SRC,MERU,H-DASHRREPSOL,8570,860,36,2008.7,1516.45,0,279,7710,0.1836,1238.03,4,0.8996,rejected
4674,25/08/2021,GTM,Female,Malay,25,NSN,SRC,K.LAMA,Y-EGOSO,7320,750,36,1478.43,1359.58,0,238,6570,0.1745,1122.33,0,0.8975,stockout
4675,25/08/2021,GTM,Male,Malay,20,NSN,F&B,SRI KBGAN,Y-Y15ZR,11710,1690,48,1550,1400,0,293,10020,0.2088,1107.75,0,0.8557,rejected
4676,27/08/2021,GTM,Female,Indian,47,SGR,SRC,KAPAR,H-WAVEALDR,5920,590,48,1500,1400,0,156,5330,0.111,1244.54,0,0.9003,rejected
4677,25/08/2021,GTM,Male,Malay,34,SBH,F&B,SRI KBGAN,Y-EGOAV,7650,770,48,1392,1200,0,201,6880,0.1672,999.33,0,0.8993,rejected
4679,27/08/2021,GTM,Male,Indian,56,SGR,GOODS,K.SELANGOR,Y-Y15ZR,11710,1690,48,2000,1600,0,293,10020,0.1827,1307.75,8,0.8557,approved
4680,25/08/2021,GTM,Male,Malay,44,SGR,MNC,SA,Y-EGOAV,7650,770,24,5800,5100,1965,344,6880,0.4527,2791,6,0.8993,archived
4681,25/08/2021,GTM,Male,Indian,20,SGR,MNC,SENTOSA,Y-115Z(UE15),7630,770,48,1200,1086.25,457,201,6860,0.6049,429.17,6,0.8991,approved
4682,30/08/2021,GTM,Male,Malay,25,SGR,SRC,K.LAMA,Y-115Z(UE15),7630,790,48,2516.3,2148.01,0,200,6840,0.0929,1948.51,0,0.8965,approved
4683,26/08/2021,GTM,Female,Malay,21,KUL,SRC,K.LAMA,Y-Y15ZR,11710,1710,24,1300,1183,0,500,10000,0.4227,683,0,0.854,archived
4684,25/08/2021,GTM,Female,Indian,40,NSN,MNC,SS,H-WAVER125IM,8620,880,48,2000,1900,0,226,7740,0,,4,0.8979,rejected
4685,25/08/2021,GTM,Male,Indian,31,SGR,MNC,SENTOSA,Y-135LC AC,9290,1000,36,2600,1866,0,300,8290,0,,2,0.8924,rejected
4686,25/08/2021,GTM,Female,Malay,48,NSN,MNC,SS,Y-135LC AC,9290,2330,36,3659.41,1901.1,683,252,6960,0.4915,966.77,6,0.7492,stockout
4687,25/08/2021,GTM,Female,Malay,54,SGR,ENGI,PUCHONG,Y-Y16ZR,13620,2000,48,5140.86,3919.23,0,339,11620,0.0865,3580.31,7,0.8532,approved
4688,25/08/2021,GTM,Male,Malay,23,JHR,SRC,SUBANG,H-VARIO150,9770,1000,48,1750,1440,0,256,8770,0,,3,0.8976,rejected
4689,28/08/2021,GTM,Female,Malay,19,KTN,SRC,SUBANG,H-DASHR152,8370,840,48,1700,1594,0,220,7530,0,,0,0.8996,cancelled
4690,25/08/2021,GTM,Female,Malay,21,KTN,SRC,SUBANG,Y-135LC AC,9290,950,36,1910,1750,0,302,8340,0,,2,0.8977,rejected
4691,30/08/2021,GTM,Male,Malay,31,TRG,TRD,PUCHONG,Y-135LC AC,9290,930,48,2800,2500,875,244,8360,0.4475,1381.17,7,0.8999,approved
4692,25/08/2021,GTM,Male,Malay,24,SGR,MNC,PANGLIMA,Y-115Z(UE15),7630,1371,48,2200,1700,0,183,6259,0,,3,0.8203,rejected
4693,25/08/2021,TRC,Male,Malay,22,KUL,OTH,CHERAS,Y-YZFR15,15150,2000,48,1450,1150,0,384,13150,0.3335,766.46,0,0.868,stockout
4694,25/08/2021,GTM,Female,Malay,41,SGR,GOODS,PUCHONG,Y-NMAX,11520,1150,36,3200,2800,639,375,10370,0.362,1786.53,8,0.9002,approved
4695,25/08/2021,GTM,Male,Malay,37,KUL,MASS,PANGLIMA,H-BEAT(ACH110),7520,750,48,4000,3500,0,198,6770,0,,5,0.9003,rejected
4697,25/08/2021,GTM,Male,Malay,44,SGR,MNC,SA,Y-EGOAV,7650,3650,24,5800,5100,1965,200,4000,0.4245,2935,6,0.5229,stockout
4698,26/08/2021,GTM,Male,Malay,47,SGR,OTH,ONLINE SALES,Y-135LC AC,9290,930,48,3000,2489,826,244,8360,0.4298,1419.17,8,0.8999,approved
4699,26/08/2021,GTM,Female,Malay,24,SGR,MNC,S.UTAMA,H-RS150R TRICO,11090,1110,48,1903,1685,0,292,9980,0.1727,1393.92,5,0.8999,approved
4700,26/08/2021,GTM,Male,Malay,26,JHR,MNC,SA,Y-Y15ZR,11710,1690,48,3707,3422,405,293,10020,0.2038,2724.75,6,0.8557,approved
4701,26/08/2021,GTM,Female,Malay,27,KDH,IT,SUBANG,Y-NVXABS,14420,2420,48,2100,1900,868,350,12000,0.6411,682,4,0.8322,approved
4702,26/08/2021,GTM,Male,Malay,37,SBH,SRC,SS,Y-Y15ZR,11710,3000,36,2642,2469,0,315,8710,0.1274,2154.47,7,0.7438,stockout
4703,30/08/2021,GTM,Male,Malay,31,PNG,OTH,ONLINE SALES,Y-NVXV2,12420,2400,48,10381.93,8305.54,7104.65,293,10020,0.8906,908.64,7,0.8068,archived
4706,26/08/2021,GTM,Male,Malay,31,NSN,SRC,SUBANG,H-RS150R TRICO,11090,1130,48,3677,3424,1085,291,9960,0.4017,2048.5,6,0.8981,stockout
4708,26/08/2021,GTM,Female,Malay,32,KUL,F&B,SENTUL,H-RS150R TRICO,11090,1110,48,3026,2420.8,0,292,9980,0.1202,2129.72,6,0.8999,stockout
4709,26/08/2021,GTM,Female,Malay,21,NSN,SALE,SENTUL,Y-135LC AC,9290,930,24,1695,1356,0,418,8360,0.3083,938,0,0.8999,approved
4710,26/08/2021,GTM,Female,Indian,21,SGR,TRD,SUBANG,H-RS150R TRICO,11090,1130,48,1800,1450,238,291,9960,0.3645,921.5,7,0.8981,approved
4711,26/08/2021,GTM,Male,Malay,32,JHR,SRC,SA,H-VARIO150,9770,1380,24,7992,6650,2491,420,8390,0.4377,3739.5,7,0.8588,rejected
4712,26/08/2021,GTM,Female,Malay,30,PRK,BKFN,SUBANG,H-RS150R TRICO,11090,1130,36,1650,1520,0,360,9960,0.2366,1160.33,6,0.8981,archived
4713,27/08/2021,GTM,Male,Malay,27,SGR,OTH,S.UTAMA,Y-135LC AC,9290,930,36,1300.98,1040.79,0,302,8360,0.2901,738.9,5,0.8999,approved
4715,26/08/2021,GTM,Male,Malay,19,SGR,SRC,SENTOSA,Y-135LC AC,9290,960,36,1450,1259,0,301,8330,0.2389,958.19,0,0.8967,approved
4716,26/08/2021,GTM,Male,Malay,37,PRK,OTH,SENTOSA,H-RS150R TRICO,11090,1110,48,3491.42,2659.93,0,292,9980,0,,1,0.8999,rejected
4717,26/08/2021,GTM,Male,Malay,36,KTN,SRC,SA,Y-Y15ZR,11710,1690,36,2445,2317,0,362,10020,0.1562,1955.17,7,0.8557,stockout
4718,26/08/2021,GTM,Female,Malay,50,SGR,SRC,ONLINE SALES,Y-135LC AC,9290,930,48,1500,1336,711,244,8360,0.7147,381.17,7,0.8999,rejected
4719,26/08/2021,GTM,Male,Indian,35,PRK,SRC,MERU,Y-135LC AC,9290,1330,36,3000,2800,0,288,7960,0,,0,0.8568,rejected
4720,29/08/2021,GTM,Female,Malay,20,PRK,GIG,SUBANG,Y-Y15ZR,11710,1710,36,2500,2300,0,362,10000,0,,5,0.854,cancelled
4721,26/08/2021,GTM,Male,Malay,18,SGR,MNC,MERU,Y-115Z(UE15),7630,770,48,2219.03,1398.04,0,201,6860,0,,5,0.8991,cancelled
4722,26/08/2021,GTM,Male,Malay,27,JHR,GIG,ONLINE SALES,Y-135LC AC,9290,950,36,3674,3673,0,302,8340,0,,4,0.8977,rejected
4723,26/08/2021,GTM,Male,Malay,25,KDH,MNC,R.PANJANG,Y-Y15ZR,11710,1690,36,2275.77,1704.12,781.65,362,10020,0.671,560.64,6,0.8557,stockout
4725,26/08/2021,GTM,Male,Malay,19,SGR,TRD,S.BULOH,Y-115Z(UE15),7630,790,24,1550,1450,0,342,6840,0.2359,1108,5,0.8965,rejected
4726,26/08/2021,GTM,Male,Indian,51,PRK,OTH,ONLINE SALES,Y-Y15ZR,11710,1690,36,2980,2641,757,362,10020,0.4236,1522.17,7,0.8557,rejected
4727,26/08/2021,GTM,Female,Indian,43,KUL,TRD,PUCHONG,Y-Y15ZR,11710,1690,36,4040,3567,1191,362,10020,0.4353,2014.17,5,0.8557,stockout
4728,26/08/2021,GTM,Male,Malay,31,SGR,OTH,S.UTAMA,Y-NVXABS,14420,2400,24,2286.5,1494.5,362,601,12020,0.6444,531.5,5,0.8336,approved
4729,26/08/2021,GTM,Male,Malay,36,SGR,OTH,SS,Y-135LC AC,9290,930,48,2208,1988,0,244,8360,0.1227,1744.17,7,0.8999,stockout
4730,26/08/2021,GTM,Male,Malay,34,SGR,MNC,MERU,H-RS150R TRICO,11090,1230,48,1500,1324.15,0,288,9860,0.2172,1036.57,6,0.8891,stockout
4731,26/08/2021,GTM,Male,Malay,34,KTN,OTH,SS,Y-Y15ZR,11710,1690,48,2385,1888,0,293,10020,0,,4,0.8557,rejected
4732,26/08/2021,GTM,Male,Malay,34,PHG,SRC,SS,Y-135LC AC,9290,930,48,4122,1935,0,244,8360,0.126,1691.17,5,0.8999,approved
4733,30/08/2021,GTM,Male,Malay,20,SGR,SRC,SS,Y-Y15ZR,11710,1690,48,2300,2150,0,293,10020,0.1359,1857.75,0,0.8557,stockout
4734,26/08/2021,GTM,Male,Malay,19,KTN,MNC,SENTOSA,H-RS150R TRICO,11090,1150,36,1340,1182,0,359,9940,0.3037,823.06,0,0.8963,stockout
4735,26/08/2021,GTM,Male,Malay,18,KTN,F&B,PUCHONG,Y-Y15ZR,11710,1690,48,2551,2550,0,293,10020,0,,0,0.8557,rejected
4736,26/08/2021,GTM,Male,Chinese,26,SGR,MNC,SA,Y-135LC AC,9290,930,48,2150,1720,0,244,8360,0.1418,1476.17,5,0.8999,approved
4738,30/08/2021,GTM,Male,Malay,36,PRK,SRC,S.UTAMA,Y-Y15ZR,11710,5490,36,6099,5562,1999,225,6220,0.3998,3338.39,5,0.5312,stockout
4739,29/08/2021,GTM,Female,Malay,36,KTN,HR,SUBANG,Y-135LC AC,9290,950,36,3200,2825.95,1103,302,8340,0.4969,1421.78,7,0.8977,approved
4740,26/08/2021,GTM,Male,Malay,27,SGR,MNC,SENTOSA,Y-115Z(UE15),7630,770,48,1200,1093.65,0,201,6860,0.183,893.57,0,0.8991,reverted
4742,30/08/2021,GTM,Female,Malay,37,KUL,BUID,SUBANG,Y-Y15ZR,11710,1710,36,1750,1543,250,362,10000,0.3961,931.89,8,0.854,stockout
4743,26/08/2021,GTM,Female,Malay,19,SGR,F&B,S.BULOH,Y-135LC AC,9290,950,48,1716,1590,0,244,8340,0.153,1346.75,0,0.8977,rejected
4744,26/08/2021,GTM,Male,Malay,27,PRK,MNC,S.UTAMA,Y-Y15ZR,11710,1690,48,2923,2679,770,293,10020,0.3965,1616.75,5,0.8557,stockout
4745,26/08/2021,GTM,Male,Malay,18,SGR,SRC,ONLINE SALES,Y-135LC AC,9290,930,36,1800,1500,0,302,8360,0.2013,1198.11,5,0.8999,rejected
4747,26/08/2021,GTM,Male,Malay,21,SBH,HLTH,S.UTAMA,Y-Y15ZR,11710,1690,48,2905,2621,250,293,10020,0.2069,2078.75,6,0.8557,stockout
4748,26/08/2021,GTM,Male,Malay,21,SGR,MNC,S.BULOH,Y-135LC AC,9290,950,48,1500,1323,364,244,8340,0.459,715.75,8,0.8977,approved
4749,26/08/2021,GTM,Male,Malay,28,PRK,SRC,K.LAMA,Y-115Z(UE15),7630,790,36,2100,1606.3,574,247,6840,0.5111,785.3,7,0.8965,stockout
4750,26/08/2021,GTM,Male,Malay,24,SGR,GIG,K.LAMA,Y-135LC AC,9290,950,36,1279.47,1200,0,302,8340,0,,0,0.8977,cancelled
4751,27/08/2021,GTM,Male,Malay,23,SBH,SRC,SS,Y-Y15ZR,11710,1690,48,1623,1271,0,293,10020,0.2299,978.75,5,0.8557,rejected
4752,26/08/2021,GTM,Female,Malay,47,SGR,SRC,K.LAMA,Y-135LC AC,9290,950,36,3581,3160.15,0,302,8340,0,,5,0.8977,rejected
4753,26/08/2021,GTM,Male,Malay,20,KDH,MNC,S.UTAMA,Y-EGOSO,7320,730,48,1900,1750,0,193,6590,0.1098,1557.79,0,0.9003,archived
4754,26/08/2021,GTM,Male,Malay,25,KDH,SRC,K.LAMA,Y-115Z(UE15),7630,790,36,1884.03,1650.78,0,247,6840,0.1496,1403.78,0,0.8965,approved
4755,30/08/2021,GTM,Female,Indian,19,SGR,EDU,KAPAR,Y-Y16ZR,13620,2000,36,1725,1410,0,420,11620,0.2976,990.39,0,0.8532,cancelled
4756,26/08/2021,GTM,Male,Indian,22,PRK,SRC,ONLINE SALES,Y-135LC AC,9290,930,48,1360,1285.42,0,244,8360,0,,0,0.8999,rejected
4757,26/08/2021,GTM,Male,Indian,42,SGR,MNC,SA,H-BEAT(ACH110),7520,750,24,3762,3319,1389,339,6770,0.5205,1591.5,5,0.9003,approved
4758,26/08/2021,GTM,Female,Malay,58,PRK,SRC,ONLINE SALES,Y-Y15ZR,11710,1690,48,1686,1486,0,293,10020,0.1967,1193.75,0,0.8557,approved
4759,26/08/2021,GTM,Male,Malay,27,JHR,MNC,SA,Y-Y15ZR,11710,1690,48,2000,1556,59,293,10020,0.2257,1204.75,6,0.8557,cancelled
4760,26/08/2021,GTM,Male,Malay,27,JHR,MNC,SA,Y-Y15ZR,11710,1690,48,19938,1642,59,293,10020,0.2139,1290.75,6,0.8557,stockout
4761,27/08/2021,GTM,Male,Malay,20,PHG,GIG,ONLINE SALES,Y-Y15ZR,11710,1710,48,1186,1185,0,292,10000,0,,5,0.854,rejected
4762,27/08/2021,GTM,Male,Malay,29,SGR,SRC,RAWANG,Y-115Z(UE15),7630,770,36,2617,1801,1008,248,6860,0.6972,545.28,6,0.8991,reverted
4763,30/08/2021,GTM,Female,Malay,20,SGR,HLTH,R.PANJANG,Y-115Z(UE15),7630,770,36,2000,1929,0,248,6860,0.1284,1681.28,0,0.8991,rejected
4764,27/08/2021,GTM,Male,Malay,32,TRG,SRC,K.LAMA,H-BEAT(ACH110),7520,750,48,1200,1059,0,198,6770,0,,0,0.9003,rejected
4765,27/08/2021,GTM,Male,Malay,40,KUL,MNC,S.UTAMA,Y-Y15ZR,11710,2490,36,2040,1800,0,333,9220,0.185,1467.06,7,0.7874,approved
4767,27/08/2021,GTM,Female,Malay,20,PRK,SRC,ONLINE SALES,Y-135LC AC,9290,930,48,1500,1429,0,244,8360,0.1706,1185.17,0,0.8999,approved
4768,27/08/2021,GTM,Male,Malay,21,KTN,MNC,S.UTAMA,Y-Y15ZR,11710,1690,36,1200,1085,0,362,10020,0.3335,723.17,5,0.8557,approved
4769,27/08/2021,GTM,Female,Indian,22,SGR,MNC,SENTOSA,Y-NVXABS,14420,2400,36,3200,2900,0,435,12020,0.1497,2465.94,0,0.8336,approved
4770,28/08/2021,GTM,Female,Malay,25,KUL,SRC,PUCHONG,Y-135LC AC,9290,930,36,1300,1128.25,157,302,8360,0.4067,669.36,6,0.8999,rejected
4771,29/08/2021,GTM,Male,Indian,23,SGR,OTH,SS,Y-Y15ZR,11710,1690,36,3260,2943.25,821.65,362,10020,0.4021,1759.77,2,0.8557,stockout
4772,30/08/2021,GTM,Male,Malay,34,KTN,OTH,ONLINE SALES,Y-Y15ZR,11710,5190,24,2946.04,2356.83,0,326,6520,0.1383,2030.83,0,0.5568,approved
4774,27/08/2021,GTM,Female,Malay,25,TRG,TRD,ONLINE SALES,Y-135LC AC,9290,930,48,1300,1083,0,244,8360,0.2251,839.17,5,0.8999,rejected
4775,27/08/2021,GTM,Male,Malay,30,SGR,BUID,K.SELANGOR,Y-Y15ZR,11710,1690,48,1250,1180,0,293,10020,0.2477,887.75,5,0.8557,approved
4776,27/08/2021,GTM,Female,Malay,26,KUL,SRC,SS,H-RS150R TRICO,11090,1110,48,2000,1900,0,292,9980,0,,3,0.8999,rejected
4777,27/08/2021,GTM,Male,Malay,24,KUL,SRC,PUCHONG,H-WAVER125I,8620,860,48,1800,1600,0,227,7760,0,,4,0.9002,rejected
